Race,Lap,Position,Overtaker,Overtaken,Turn,Final,Live
China,18.0,17.0,Raikkonen,Haryanto,,,
China,18.0,18.0,Hulkenberg,Nasr,,,
China,19.0,13.0,Perez,Magnussen,,,
China,19.0,15.0,Alonso,Grosjean,,,
China,20.0,4.0,Kvyat,Button,14.0,,
China,20.0,5.0,Kvyat,Verstappen,6.0,,
China,20.0,6.0,Vettel,Verstappen,14.0,,
China,20.0,8.0,Perez,Ericsson,,,
China,20.0,9.0,Massa,Ericsson,,,
China,20.0,12.0,Sainz,Raikkonen,,,
China,20.0,13.0,Raikkonen,Grosjean,,,
China,20.0,14.0,Sainz,Grosjean,,,
China,20.0,15.0,Ricciardo,Grosjean,,,
China,21.0,5.0,Vettel,Button,6.0,,
China,21.0,10.0,Sainz,Alonso,14.0,,
China,21.0,11.0,Ricciardo,Alonso,14.0,,
China,21.0,12.0,Ricciardo,Raikkonen,,,
China,21.0,16.0,Gutierrez,Wehrlein,,,
China,22.0,7.0,Bottas,Ericsson,14.0,,
China,22.0,11.0,Raikkonen,Alonso,14.0,,
China,23.0,8.0,Ricciardo,Ericsson,14.0,,
China,23.0,9.0,Ricciardo,Sainz,3.0,,
China,23.0,12.0,Hamilton,Alonso,14.0,,
China,23.0,13.0,Hamilton,Hulkenberg,,,
China,23.0,18.0,Magnussen,Palmer,,,
China,24.0,5.0,Massa,Perez,13.0,,
China,24.0,9.0,Sainz,Ericsson,1.0,,
China,24.0,10.0,Raikkonen,Ericsson,6.0,,
China,24.0,11.0,Hamilton,Ericsson,,,
China,25.0,4.0,Massa,Button,6.0,,
China,26.0,5.0,Perez,Button,7.0,,
China,26.0,6.0,Bottas,Button,14.0,,
China,26.0,12.0,Alonso,Ericsson,,,
China,26.0,13.0,Verstappen,Ericsson,,,
China,26.0,14.0,Verstappen,Hulkenberg,,,
China,27.0,5.0,Bottas,Perez,14.0,,
China,27.0,7.0,Ricciardo,Button,7.0,,
China,27.0,8.0,Sainz,Button,14.0,,
China,27.0,9.0,Raikkonen,Button,14.0,,
China,27.0,20.0,Hulkenberg,Nasr,,,
China,28.0,6.0,Ricciardo,Perez,14.0,,
China,28.0,11.0,Verstappen,Alonso,14.0,,
China,31.0,10.0,Bottas,Gutierrez,,,
China,31.0,16.0,Hulkenberg,Grosjean,,,
China,31.0,17.0,Ericsson,Grosjean,,,
China,32.0,8.0,Massa,Alonso,,,
China,32.0,11.0,Perez,Gutierrez,,,
China,32.0,13.0,Hamilton,Button,,,
China,33.0,11.0,Hamilton,Gutierrez,6.0,,
China,33.0,14.0,Alonso,Magnussen,,,
China,33.0,19.0,Wehrlein,Nasr,,,
China,34.0,9.0,Hamilton,Perez,14.0,,
China,34.0,15.0,Hulkenberg,Magnussen,,,
China,36.0,3.0,Vettel,Kvyat,14.0,,
China,36.0,4.0,Vettel,Raikkonen,4.0,,
China,36.0,19.0,Haryanto,Palmer,,,
China,37.0,15.0,Gutierrez,Ericsson,,,
China,37.0,20.0,Grosjean,Palmer,,,
China,37.0,21.0,Magnussen,Palmer,,,
China,38.0,8.0,Ricciardo,Perez,,,
China,38.0,11.0,Raikkonen,Sainz,,,
China,38.0,19.0,Grosjean,Haryanto,,,
China,39.0,4.0,Massa,Verstappen,14.0,,
China,39.0,10.0,Raikkonen,Button,,,
China,40.0,5.0,Hamilton,Bottas,9.0,,
China,40.0,6.0,Ricciardo,Bottas,14.0,,
China,40.0,12.0,Verstappen,Alonso,,,
China,41.0,8.0,Raikkonen,Perez,14.0,,
China,41.0,10.0,Sainz,Button,14.0,,
China,43.0,4.0,Ricciardo,Massa,14.0,,
China,43.0,5.0,Ricciardo,Hamilton,6.0,,
China,44.0,7.0,Raikkonen,Bottas,7.0,,
China,44.0,16.0,Gutierrez,Grosjean,,,
China,45.0,14.0,Button,Ericsson,,,
China,45.0,18.0,Wehrlein,Nasr,,,
China,46.0,6.0,Raikkonen,Hamilton,14.0,,
China,47.0,5.0,Raikkonen,Massa,14.0,,
China,47.0,19.0,Grosjean,Nasr,,,
China,48.0,10.0,Verstappen,Sainz,,,
China,49.0,9.0,Verstappen,Perez,,,
China,49.0,10.0,Sainz,Perez,,,
China,50.0,14.0,Gutierrez,Ericsson,6.0,,
China,51.0,15.0,Hulkenberg,Ericsson,,,
China,56.0,9.0,Sainz,Bottas,,,
Russia,4.0,2.0,Bottas,Raikkonen,2.0,,
Russia,4.0,4.0,Hamilton,Massa,2.0,,
Russia,6.0,15.0,Ericsson,Kvyat,2.0,,
Russia,6.0,15.0,Kvyat,Ericsson,7.0,,
Russia,6.0,15.0,Ericsson,Kvyat,,,
Russia,6.0,17.0,Perez,Ricciardo,2.0,,
Russia,7.0,3.0,Hamilton,Raikkonen,6.0,,
Russia,7.0,16.0,Perez,Kvyat,2.0,,
Russia,8.0,12.0,Button,Nasr,,,
Russia,8.0,15.0,Perez,Ericsson,,,
Russia,9.0,13.0,Perez,Nasr,13.0,,
Russia,9.0,14.0,Perez,Wehrlein,,,
Russia,10.0,14.0,Wehrlein,Nasr,3.0,,
Russia,18.0,18.0,Kvyat,Gutierrez,,,
Russia,19.0,4.0,Hamilton,Alonso,13.0,,
Russia,19.0,5.0,Hamilton,Bottas,2.0,,
Russia,20.0,5.0,Bottas,Alonso,13.0,,
Russia,22.0,13.0,Sainz,Palmer,2.0,,
Russia,24.0,8.0,Alonso,Ericsson,13.0,,
Russia,27.0,17.0,Kvyat,Wehrlein,16.0,,
Russia,29.0,8.0,Magnussen,Ricciardo,5.0,,
Russia,29.0,9.0,Grosjean,Ricciardo,6.0,,
Russia,30.0,12.0,Button,Palmer,2.0,,
Russia,31.0,10.0,Perez,Sainz,2.0,,
Russia,31.0,15.0,Kvyat,Nasr,,,
Russia,31.0,16.0,Ricciardo,Nasr,,,
Russia,31.0,17.0,Ricciardo,Wehrlein,,,
Russia,32.0,15.0,Ricciardo,Kvyat,2.0,,
Russia,37.0,13.0,Ricciardo,Ericsson,2.0,,
Russia,48.0,10.0,Button,Sainz,16.0,,
Russia,49.0,12.0,Ricciardo,Palmer,13.0,,
Spain,4.0,18.0,Massa,Wehrlein,,,
Spain,5.0,17.0,Massa,Ericsson,,,
Spain,6.0,16.0,Massa,Nasr,,,
Spain,8.0,3.0,Vettel,Sainz,1.0,,
Spain,9.0,14.0,Palmer,Gutierrez,,,
Spain,10.0,4.0,Raikkonen,Sainz,1.0,,
Spain,12.0,9.0,Sainz,Haryanto,,,
Spain,13.0,9.0,Perez,Haryanto,,,
Spain,14.0,2.0,Ricciardo,Grosjean,1.0,,
Spain,14.0,10.0,Button,Haryanto,1.0,,
Spain,14.0,11.0,Alonso,Haryanto,3.0,,
Spain,14.0,12.0,Massa,Haryanto,,,
Spain,15.0,3.0,Verstappen,Grosjean,1.0,,
Spain,15.0,5.0,Raikkonen,Gutierrez,1.0,,
Spain,15.0,13.0,Hulkenberg,Haryanto,,,
Spain,16.0,14.0,Magnussen,Haryanto,,,
Spain,16.0,15.0,Kvyat,Haryanto,,,
Spain,17.0,11.0,Grosjean,Hulkenberg,,,
Spain,17.0,15.0,Ericsson,Haryanto,,,
Spain,17.0,16.0,Palmer,Haryanto,,,
Spain,17.0,17.0,Gutierrez,Haryanto,,,
Spain,17.0,18.0,Nasr,Haryanto,,,
Spain,18.0,16.0,Gutierrez,Palmer,,,
Spain,19.0,15.0,Gutierrez,Ericsson,,,
Spain,20.0,19.0,Wehrlein,Haryanto,,,
Spain,22.0,13.0,Gutierrez,Kvyat,,,
Spain,23.0,12.0,Gutierrez,Magnussen,1.0,,
Spain,26.0,15.0,Massa,Wehrlein,,,
Spain,28.0,14.0,Massa,Nasr,,,
Spain,29.0,13.0,Massa,Palmer,,,
Spain,29.0,16.0,Kvyat,Wehrlein,,,
Spain,32.0,12.0,Grosjean,Nasr,,,
Spain,32.0,13.0,Gutierrez,Nasr,5.0,,
Spain,33.0,11.0,Gutierrez,Palmer,10.0,,
Spain,33.0,12.0,Gutierrez,Grosjean,5.0,,
Spain,33.0,12.0,Grosjean,Palmer,13.0,,
Spain,33.0,14.0,Kvyat,Nasr,,,
Spain,33.0,16.0,Ericsson,Wehrlein,,,
Spain,33.0,17.0,Magnussen,Wehrlein,,,
Spain,37.0,7.0,Massa,Alonso,,,
Spain,39.0,13.0,Magnussen,Ericsson,5.0,,
Spain,39.0,18.0,Grosjean,Haryanto,,,
Spain,43.0,17.0,Grosjean,Wehrlein,1.0,,
Spain,44.0,10.0,Massa,Button,,,
Spain,50.0,9.0,Massa,Kvyat,,,
Spain,50.0,14.0,Ericsson,Nasr,,,
Spain,52.0,12.0,Palmer,Magnussen,,,
Spain,55.0,13.0,Ericsson,Magnussen,,,
Spain,56.0,8.0,Massa,Gutierrez,,,
Spain,56.0,16.0,Magnussen,Wehrlein,,,
Spain,61.0,9.0,Button,Gutierrez,10.0,,
Spain,61.0,12.0,Ericsson,Palmer,,,
Spain,62.0,10.0,Kvyat,Gutierrez,5.0,,
Spain,65.0,14.0,Magnussen,Nasr,,,
Monaco,7.0,18.0,Verstappen,Wehrlein,Start Finish,,
Monaco,8.0,10.0,Gutierrez,Raikkonen,Casino,,
Monaco,10.0,15.0,Verstappen,Haryanto,,,
Monaco,16.0,15.0,Verstappen,Nasr,Chicane,,
Monaco,17.0,11.0,Button,Wehrlein,Chicane,,
Monaco,19.0,13.0,Verstappen,Wehrlein,Tabac,,
Monaco,19.0,14.0,Verstappen,Magnussen,St Devote,,
Monaco,20.0,16.0,Ericsson,Nasr,,,
Monaco,23.0,10.0,Verstappen,Button,Chicane,,
Monaco,25.0,17.0,Grosjean,Haryanto,,,
Monaco,37.0,16.0,Ericsson,Haryanto,,,
Monaco,41.0,10.0,Massa,Gutierrez,,,
Monaco,77.0,11.0,Bottas,Gutierrez,,,
Monaco,78.0,6.0,Hulkenberg,Rosberg,Finish Line,,
Canada,2.0,8.0,Hulkenberg,Alonso,Finish Line,,
Canada,2.0,14.0,Grosjean,Kvyat,,,
Canada,3.0,9.0,Rosberg,Alonso,13.0,,
Canada,4.0,18.0,Ericsson,Palmer,,,
Canada,7.0,20.0,Haryanto,Magnussen,,,
Canada,9.0,13.0,Grosjean,Gutierrez,13.0,,
Canada,11.0,8.0,Rosberg,Hulkenberg,,,
Canada,11.0,13.0,Kvyat,Gutierrez,Finish Line,,
Canada,11.0,17.0,Palmer,Ericsson,,,
Canada,11.0,18.0,Haryanto,Ericsson,,,
Canada,12.0,13.0,Sainz,Gutierrez,,,
Canada,12.0,14.0,Raikkonen,Gutierrez,,,
Canada,15.0,12.0,Raikkonen,Kvyat,13.0,,
Canada,16.0,11.0,Raikkonen,Grosjean,,,
Canada,16.0,15.0,Sainz,Magnussen,,,
Canada,17.0,3.0,Vettel,Ricciardo,10.0,,
Canada,18.0,2.0,Vettel,Verstappen,13.0,,
Canada,18.0,9.0,Raikkonen,Perez,13.0,,
Canada,19.0,13.0,Kvyat,Magnussen,,,
Canada,21.0,14.0,Alonso,Magnussen,,,
Canada,21.0,15.0,Gutierrez,Magnussen,,,
Canada,24.0,7.0,Rosberg,Perez,13.0,,
Canada,33.0,17.0,Ericsson,Wehrlein,,,
Canada,34.0,16.0,Ericsson,Magnussen,,,
Canada,36.0,4.0,Bottas,Ricciardo,1.0,,
Canada,37.0,10.0,Perez,Grosjean,,,
Canada,38.0,5.0,Rosberg,Ricciardo,13.0,,
Canada,52.0,10.0,Perez,Alonso,,,
Canada,52.0,11.0,Perez,Kvyat,,,
Canada,54.0,6.0,Rosberg,Ricciardo,13.0,,
Canada,57.0,5.0,Rosberg,Raikkonen,13.0,,
Canada,62.0,11.0,Kvyat,Alonso,,,
Canada,67.0,11.0,Alonso,Kvyat,,,
Europe,2.0,13.0,Hulkenberg,Nasr,,,
Europe,3.0,8.0,Bottas,Kvyat,3.0,,
Europe,3.0,9.0,Hamilton,Kvyat,Finish Line,,
Europe,4.0,7.0,Bottas,Verstappen,17.0,,
Europe,4.0,7.0,Verstappen,Bottas,20.0,,
Europe,4.0,10.0,Grosjean,Kvyat,3.0,,
Europe,4.0,11.0,Alonso,Kvyat,,,
Europe,5.0,7.0,Bottas,Verstappen,1.0,,
Europe,5.0,8.0,Hamilton,Verstappen,2.0,,
Europe,5.0,18.0,Ericsson,Palmer,,,
Europe,5.0,19.0,Magnussen,Palmer,,,
Europe,6.0,2.0,Vettel,Ricciardo,1.0,,
Europe,6.0,14.0,Ericsson,Gutierrez,,,
Europe,8.0,7.0,Hulkenberg,Grosjean,,,
Europe,8.0,10.0,Ricciardo,Ericsson,,,
Europe,8.0,13.0,Palmer,Gutierrez,2.0,,
Europe,8.0,14.0,Verstappen,Gutierrez,,,
Europe,10.0,7.0,Ricciardo,Grosjean,3.0,,
Europe,10.0,8.0,Ricciardo,Wehrlein,1.0,,
Europe,10.0,10.0,Raikkonen,Ericsson,,,
Europe,10.0,11.0,Massa,Ericsson,,,
Europe,10.0,13.0,Verstappen,Palmer,,,
Europe,10.0,15.0,Sainz,Alonso,,,
Europe,11.0,4.0,Hamilton,Bottas,1.0,,
Europe,11.0,8.0,Raikkonen,Wehrlein,2.0,,
Europe,11.0,9.0,Massa,Wehrlein,Finish Line,,
Europe,13.0,6.0,Ricciardo,Hulkenberg,1.0,,
Europe,14.0,10.0,Verstappen,Wehrlein,Finish Line,,
Europe,14.0,11.0,Verstappen,Ericsson,1.0,,
Europe,15.0,12.0,Sainz,Ericsson,,,
Europe,15.0,13.0,Alonso,Ericsson,,,
Europe,15.0,20.0,Gutierrez,Haryanto,,,
Europe,16.0,6.0,Raikkonen,Hulkenberg,1.0,,
Europe,16.0,11.0,Sainz,Wehrlein,1.0,,
Europe,16.0,14.0,Button,Ericsson,,,
Europe,17.0,12.0,Alonso,Wehrlein,1.0,,
Europe,17.0,13.0,Button,Wehrlein,,,
Europe,18.0,4.0,Raikkonen,Ricciardo,Finish Line,,
Europe,18.0,14.0,Nasr,Wehrlein,,,
Europe,19.0,7.0,Perez,Massa,Finish Line,,
Europe,20.0,7.0,Hamilton,Massa,3.0,,
Europe,21.0,4.0,Perez,Ricciardo,Finish Line,,
Europe,21.0,14.0,Grosjean,Wehrlein,,,
Europe,22.0,5.0,Hamilton,Ricciardo,1.0,,
Europe,23.0,10.0,Hulkenberg,Button,Finish Line,,
Europe,23.0,11.0,Hulkenberg,Nasr,3.0,,
Europe,23.0,19.0,Gutierrez,Ericsson,,,
Europe,24.0,9.0,Hulkenberg,Alonso,Finish Line,,
Europe,24.0,11.0,Ricciardo,Button,Finish Line,,
Europe,24.0,12.0,Ricciardo,Nasr,3.0,,
Europe,24.0,17.0,Verstappen,Palmer,,,
Europe,25.0,8.0,Hulkenberg,Sainz,Finish Line,,
Europe,26.0,16.0,Alonso,Gutierrez,3.0,,
Europe,27.0,9.0,Ricciardo,Sainz,1.0,,
Europe,27.0,11.0,Magnussen,Wehrlein,,,
Europe,27.0,12.0,Verstappen,Wehrlein,,,
Europe,27.0,16.0,Button,Gutierrez,,,
Europe,27.0,20.0,Ericsson,Haryanto,,,
Europe,28.0,10.0,Verstappen,Magnussen,,,
Europe,28.0,13.0,Alonso,Palmer,,,
Europe,28.0,15.0,Button,Sainz,3.0,,
Europe,28.0,17.0,Nasr,Gutierrez,3.0,,
Europe,30.0,13.0,Button,Palmer,1.0,,
Europe,30.0,14.0,Sainz,Palmer,Finish Line,,
Europe,30.0,18.0,Ericsson,Wehrlein,,,
Europe,31.0,15.0,Nasr,Palmer,,,
Europe,31.0,19.0,Gutierrez,Wehrlein,,,
Europe,34.0,17.0,Gutierrez,Ericsson,,,
Europe,38.0,12.0,Button,Alonso,1.0,,
Europe,38.0,13.0,Nasr,Alonso,Finish Line,,
Europe,41.0,14.0,Grosjean,Alonso,Finish Line,,
Europe,42.0,11.0,Button,Magnussen,Finish Line,,
Europe,42.0,14.0,Alonso,Grosjean,2.0,,
Europe,42.0,14.0,Alonso,Grosjean,3.0,,
Europe,44.0,12.0,Nasr,Magnussen,Finish Line,,
Europe,45.0,9.0,Verstappen,Massa,1.0,,
Europe,46.0,13.0,Grosjean,Magnussen,,,
Europe,48.0,7.0,Ricciardo,Hulkenberg,1.0,,
Europe,49.0,8.0,Verstappen,Hulkenberg,Finish Line,,
Europe,51.0,3.0,Perez,Raikkonen,1.0,,
Austria,2.0,6.0,Verstappen,Ricciardo,,,
Austria,2.0,13.0,Alonso,Grosjean,,,
Austria,2.0,19.0,Massa,Nasr,,,
Austria,2.0,20.0,Massa,Haryanto,,,
Austria,6.0,4.0,Rosberg,Hulkenberg,2.0,,
Austria,6.0,5.0,Verstappen,Hulkenberg,3.0,,
Austria,6.0,7.0,Vettel,Ricciardo,8.0,,
Austria,7.0,2.0,Raikkonen,Button,3.0,,
Austria,7.0,6.0,Vettel,Hulkenberg,2.0,,
Austria,7.0,7.0,Ricciardo,Hulkenberg,3.0,,
Austria,7.0,18.0,Massa,Gutierrez,,,
Austria,8.0,3.0,Rosberg,Button,5.0,,
Austria,9.0,4.0,Verstappen,Button,2.0,,
Austria,11.0,14.0,Rosberg,Haryanto,8.0,,
Austria,11.0,19.0,Alonso,Sainz,,,
Austria,12.0,9.0,Gutierrez,Massa,1.0,,
Austria,12.0,10.0,Nasr,Massa,3.0,,
Austria,12.0,12.0,Rosberg,Ericsson,3.0,,
Austria,13.0,9.0,Rosberg,Nasr,,,
Austria,13.0,11.0,Button,Haryanto,,,
Austria,13.0,12.0,Hulkenberg,Haryanto,,,
Austria,14.0,7.0,Rosberg,Gutierrez,2.0,,
Austria,14.0,12.0,Bottas,Haryanto,,,
Austria,14.0,15.0,Perez,Sainz,3.0,,
Austria,16.0,4.0,Rosberg,Grosjean,2.0,,
Austria,16.0,5.0,Verstappen,Grosjean,3.0,,
Austria,16.0,13.0,Alonso,Haryanto,,,
Austria,17.0,6.0,Ricciardo,Grosjean,,,
Austria,17.0,14.0,Perez,Haryanto,,,
Austria,18.0,8.0,Nasr,Gutierrez,1.0,,
Austria,18.0,9.0,Button,Gutierrez,1.0,,
Austria,18.0,10.0,Hulkenberg,Gutierrez,2.0,,
Austria,18.0,15.0,Sainz,Haryanto,,,
Austria,19.0,11.0,Bottas,Gutierrez,2.0,,
Austria,20.0,12.0,Alonso,Gutierrez,3.0,,
Austria,21.0,8.0,Button,Nasr,3.0,,
Austria,21.0,10.0,Bottas,Hulkenberg,3.0,,
Austria,21.0,13.0,Perez,Gutierrez,,,
Austria,22.0,9.0,Bottas,Nasr,,,
Austria,22.0,11.0,Alonso,Hulkenberg,,,
Austria,22.0,16.0,Magnussen,Wehrlein,1.0,,
Austria,23.0,18.0,Massa,Palmer,,,
Austria,25.0,7.0,Button,Grosjean,3.0,,
Austria,25.0,19.0,Hulkenberg,Gutierrez,3.0,,
Austria,32.0,10.0,Massa,Magnussen,2.0,,
Austria,32.0,11.0,Perez,Magnussen,2.0,,
Austria,32.0,12.0,Perez,Palmer,1.0,,
Austria,32.0,12.0,Alonso,Magnussen,,,
Austria,32.0,13.0,Perez,Alonso,1.0,,
Austria,32.0,13.0,Alonso,Palmer,1.0,,
Austria,32.0,14.0,Hulkenberg,Palmer,,,
Austria,32.0,15.0,Hulkenberg,Ericsson,1.0,,
Austria,32.0,16.0,Sainz,Ericsson,2.0,,
Austria,33.0,15.0,Sainz,Palmer,2.0,,
Austria,33.0,16.0,Gutierrez,Palmer,,,
Austria,33.0,17.0,Gutierrez,Ericsson,2.0,,
Austria,34.0,13.0,Hulkenberg,Magnussen,3.0,,
Austria,35.0,14.0,Sainz,Magnussen,2.0,,
Austria,35.0,15.0,Gutierrez,Magnussen,3.0,,
Austria,39.0,7.0,Button,Nasr,2.0,,
Austria,42.0,8.0,Grosjean,Nasr,3.0,,
Austria,43.0,9.0,Massa,Nasr,3.0,,
Austria,43.0,10.0,Perez,Nasr,5.0,,
Austria,44.0,12.0,Sainz,Hulkenberg,2.0,,
Austria,44.0,17.0,Wehrlein,Haryanto,,,
Austria,48.0,11.0,Sainz,Alonso,,,
Austria,55.0,12.0,Bottas,Wehrlein,,,
Austria,58.0,4.0,Raikkonen,Ricciardo,3.0,,
Austria,60.0,15.0,Palmer,Nasr,3.0,,
Austria,61.0,1.0,Rosberg,Verstappen,3.0,,
Austria,61.0,6.0,Ricciardo,Grosjean,,,
Austria,63.0,2.0,Hamilton,Verstappen,2.0,,
Austria,63.0,10.0,Bottas,Alonso,,,
Austria,63.0,11.0,Wehrlein,Alonso,,,
Austria,63.0,12.0,Gutierrez,Alonso,,,
Austria,64.0,16.0,Magnussen,Hulkenberg,,,
Austria,64.0,17.0,Ericsson,Hulkenberg,,,
Austria,65.0,5.0,Ricciardo,Button,2.0,,
Great Britain,7.0,9.0,Sainz,Massa,,,
Great Britain,7.0,14.0,Vettel,Kvyat,,,
Great Britain,16.0,2.0,Verstappen,Rosberg,Chapel,,
Great Britain,18.0,9.0,Raikkonen,Alonso,,,
Great Britain,21.0,4.0,Ricciardo,Perez,Stowe,,
Great Britain,23.0,7.0,Raikkonen,Hulkenberg,,,
Great Britain,24.0,14.0,Nasr,Bottas,Stowe,,
Great Britain,28.0,10.0,Vettel,Kvyat,Stowe,,
Great Britain,33.0,14.0,Bottas,Nasr,,,
Great Britain,38.0,2.0,Rosberg,Verstappen,Stowe,,
Great Britain,39.0,16.0,Gutierrez,Magnussen,,,
Great Britain,40.0,13.0,Alonso,Bottas,Club,,
Great Britain,40.0,16.0,Magnussen,Gutierrez,,,
Great Britain,41.0,16.0,Gutierrez,Magnussen,,,
Great Britain,46.0,5.0,Raikkonen,Perez,Stowe,,
Great Britain,49.0,11.0,Massa,Button,Stowe,,
Hungary,2.0,13.0,Raikkonen,Perez,,,
Hungary,5.0,12.0,Raikkonen,Gutierrez,1.0,,
Hungary,16.0,17.0,Grosjean,Haryanto,,,
Hungary,16.0,19.0,Nasr,Ericsson,,,
Hungary,19.0,12.0,Bottas,Massa,,,
Hungary,23.0,18.0,Nasr,Haryanto,,,
Hungary,27.0,18.0,Kvyat,Wehrlein,,,
Hungary,29.0,17.0,Kvyat,Haryanto,,,
Hungary,31.0,6.0,Raikkonen,Alonso,2.0,,
Hungary,33.0,19.0,Ericsson,Massa,13.0,,
Hungary,41.0,21.0,Wehrlein,Haryanto,,,
Hungary,63.0,11.0,Perez,Gutierrez,,,
Germany,2.0,13.0,Sainz,Magnussen,,,
Germany,2.0,18.0,Grosjean,Gutierrez,,,
Germany,2.0,19.0,Grosjean,Wehrlein,,,
Germany,2.0,21.0,Haryanto,Ericsson,,,
Germany,4.0,16.0,Grosjean,Nasr,,,
Germany,5.0,20.0,Ericsson,Haryanto,,,
Germany,6.0,10.0,Alonso,Massa,6.0,,
Germany,6.0,14.0,Perez,Kvyat,,,
Germany,6.0,15.0,Grosjean,Kvyat,13.0,,
Germany,9.0,11.0,Sainz,Massa,6.0,,
Germany,9.0,12.0,Magnussen,Massa,9.0,,
Germany,11.0,20.0,Kvyat,Palmer,,,
Germany,12.0,8.0,Verstappen,Button,6.0,,
Germany,12.0,15.0,Perez,Haryanto,,,
Germany,13.0,7.0,Rosberg,Alonso,6.0,,
Germany,13.0,15.0,Massa,Haryanto,,,
Germany,13.0,16.0,Magnussen,Haryanto,,,
Germany,13.0,17.0,Sainz,Haryanto,,,
Germany,14.0,6.0,Vettel,Alonso,,,
Germany,14.0,10.0,Hulkenberg,Gutierrez,,,
Germany,14.0,13.0,Perez,Ericsson,,,
Germany,14.0,19.0,Wehrlein,Palmer,,,
Germany,15.0,6.0,Raikkonen,Grosjean,6.0,,
Germany,15.0,14.0,Massa,Ericsson,,,
Germany,15.0,15.0,Magnussen,Ericsson,,,
Germany,16.0,7.0,Bottas,Grosjean,6.0,,
Germany,16.0,17.0,Sainz,Ericsson,,,
Germany,18.0,9.0,Button,Gutierrez,6.0,,
Germany,18.0,11.0,Alonso,Perez,7.0,,
Germany,19.0,13.0,Magnussen,Massa,6.0,,
Germany,19.0,20.0,Ericsson,Nasr,,,
Germany,20.0,19.0,Ericsson,Palmer,,,
Germany,21.0,14.0,Sainz,Massa,6.0,,
Germany,21.0,15.0,Grosjean,Massa,7.0,,
Germany,22.0,10.0,Alonso,Gutierrez,12.0,,
Germany,23.0,11.0,Perez,Gutierrez,6.0,,
Germany,23.0,14.0,Grosjean,Sainz,,,
Germany,25.0,12.0,Magnussen,Gutierrez,6.0,,
Germany,25.0,13.0,Grosjean,Gutierrez,12.0,,
Germany,28.0,19.0,Massa,Haryanto,,,
Germany,32.0,6.0,Vettel,Bottas,8.0,,
Germany,32.0,9.0,Button,Magnussen,,,
Germany,32.0,11.0,Alonso,Grosjean,,,
Germany,32.0,16.0,Kvyat,Ericsson,,,
Germany,33.0,11.0,Perez,Grosjean,6.0,,
Germany,37.0,19.0,Palmer,Nasr,,,
Germany,45.0,12.0,Perez,Sainz,,,
Germany,47.0,8.0,Hulkenberg,Alonso,,,
Germany,49.0,19.0,Palmer,Haryanto,,,
Germany,51.0,13.0,Gutierrez,Magnussen,7.0,,
Germany,54.0,13.0,Grosjean,Magnussen,8.0,,
Germany,54.0,17.0,Wehrlein,Ericsson,6.0,,
Germany,57.0,14.0,Sainz,Magnussen,6.0,,
Germany,59.0,15.0,Kvyat,Magnussen,6.0,,
Germany,61.0,7.0,Hulkenberg,Bottas,10.0,,
Germany,64.0,10.0,Perez,Alonso,7.0,,
Germany,65.0,8.0,Button,Bottas,9.0,,
Germany,66.0,11.0,Gutierrez,Alonso,,,
Belgium,2.0,5.0,Bottas,Grosjean,Les Combes,,
Belgium,2.0,7.0,Perez,Sainz,La Source,,
Belgium,2.0,13.0,Hamilton,Kvyat,,,
Belgium,4.0,5.0,Perez,Grosjean,Les Combes,,
Belgium,4.0,11.0,Hamilton,Ocon,,,
Belgium,11.0,7.0,Kvyat,Perez,,,
Belgium,11.0,15.0,Raikkonen,Ocon,,,
Belgium,11.0,16.0,Raikkonen,Nasr,,,
Belgium,11.0,16.0,Nasr,Ocon,,,
Belgium,12.0,4.0,Hamilton,Alonso,Les Combes,,
Belgium,12.0,7.0,Perez,Kvyat,Les Combes,,
Belgium,12.0,9.0,Grosjean,Palmer,Les Combes,,
Belgium,13.0,10.0,Vettel,Palmer,,,
Belgium,14.0,11.0,Bottas,Palmer,,,
Belgium,15.0,12.0,Gutierrez,Palmer,,,
Belgium,16.0,9.0,Vettel,Grosjean,Les Combes,,
Belgium,17.0,8.0,Vettel,Kvyat,Les Combes,,
Belgium,17.0,10.0,Bottas,Grosjean,Les Combes,,
Belgium,18.0,3.0,Hamilton,Hulkenberg,Les Combes,,
Belgium,18.0,11.0,Gutierrez,Grosjean,,,
Belgium,18.0,13.0,Raikkonen,Palmer,,,
Belgium,19.0,9.0,Bottas,Kvyat,Les Combes,,
Belgium,20.0,12.0,Raikkonen,Grosjean,Les Combes,,
Belgium,21.0,16.0,Verstappen,Ocon,,,
Belgium,22.0,10.0,Raikkonen,Gutierrez,Les Combes,,
Belgium,22.0,14.0,Verstappen,Nasr,,,
Belgium,23.0,10.0,Massa,Grosjean,Pouhon,,
Belgium,23.0,11.0,Verstappen,Grosjean,Fagnes,,
Belgium,24.0,12.0,Kvyat,Ocon,,,
Belgium,24.0,13.0,Gutierrez,Ocon,,,
Belgium,25.0,7.0,Perez,Verstappen,Les Combes,,
Belgium,26.0,8.0,Vettel,Verstappen,La Source,,
Belgium,26.0,8.0,Verstappen,Vettel,Les Combes,,
Belgium,26.0,12.0,Gutierrez,Kvyat,,,
Belgium,27.0,8.0,Vettel,Verstappen,Les Combes,,
Belgium,27.0,9.0,Bottas,Verstappen,Bus-Stop,,
Belgium,29.0,6.0,Perez,Massa,Les Combes,,
Belgium,29.0,14.0,Verstappen,Grosjean,,,
Belgium,30.0,5.0,Perez,Alonso,,,
